Tracked Entity Instance ID,Attribute,Value
E7rtghiPhdm,Gy1jHsTp9P6,b'41'
L6Q0kLsld0r,Ewi7FUfcHAD,b'715417887m'
L6Q0kLsld0r,GnL13HAVFOm,b'Male'
L6Q0kLsld0r,ZkNZOxS24k7,b'8554/89'
L6Q0kLsld0r,jWjSY7cktaQ,b'Yadhana'
L6Q0kLsld0r,sB1IHYu2xQT,b'Sanyu'
L6Q0kLsld0r,ENRjVGxVL6l,b'Namakula'
L6Q0kLsld0r,Gy1jHsTp9P6,b'50'
FeqEcivBfTb,Ewi7FUfcHAD,b'910683273u'
FeqEcivBfTb,GnL13HAVFOm,b'Female'
FeqEcivBfTb,ZkNZOxS24k7,b'7149/69'
FeqEcivBfTb,jWjSY7cktaQ,b'Saadhanaa'
FeqEcivBfTb,sB1IHYu2xQT,b'Namanda'
FeqEcivBfTb,ENRjVGxVL6l,b'Amongi'
FeqEcivBfTb,Gy1jHsTp9P6,b'61'
LAROfoI0Reh,Ewi7FUfcHAD,b'841265202v'
LAROfoI0Reh,GnL13HAVFOm,b'Male'
LAROfoI0Reh,ZkNZOxS24k7,b'6926/77'
LAROfoI0Reh,jWjSY7cktaQ,b'Baanuraekha'
LAROfoI0Reh,sB1IHYu2xQT,b'Nassali'
LAROfoI0Reh,ENRjVGxVL6l,b'Lubega'
LAROfoI0Reh,Gy1jHsTp9P6,b'30'
HVekTmR9rmK,Ewi7FUfcHAD,b'310270600e'
HVekTmR9rmK,GnL13HAVFOm,b'Male'
HVekTmR9rmK,ZkNZOxS24k7,b'8928/66'
HVekTmR9rmK,jWjSY7cktaQ,b'Faaiz'
HVekTmR9rmK,sB1IHYu2xQT,b'Akot'
HVekTmR9rmK,ENRjVGxVL6l,b'Namuli'
HVekTmR9rmK,Gy1jHsTp9P6,b'61'
MzDKgtPfuXx,Ewi7FUfcHAD,b'392275601s'
MzDKgtPfuXx,GnL13HAVFOm,b'Female'
MzDKgtPfuXx,ZkNZOxS24k7,b'2353/40'
MzDKgtPfuXx,jWjSY7cktaQ,b'Taamraparnee'
MzDKgtPfuXx,sB1IHYu2xQT,b'Namatovu'
MzDKgtPfuXx,ENRjVGxVL6l,b'Nakitto'
MzDKgtPfuXx,Gy1jHsTp9P6,b'58'
mVaHXqIetxc,Ewi7FUfcHAD,b'530992643t'
mVaHXqIetxc,GnL13HAVFOm,b'Male'
mVaHXqIetxc,ZkNZOxS24k7,b'9146/45'
mVaHXqIetxc,jWjSY7cktaQ,b'Saachi'
mVaHXqIetxc,sB1IHYu2xQT,b'Kyarimpa'
mVaHXqIetxc,ENRjVGxVL6l,b'Otim'
mVaHXqIetxc,Gy1jHsTp9P6,b'53'
UyXtm181IFU,Ewi7FUfcHAD,b'330883185w'
UyXtm181IFU,GnL13HAVFOm,b'Male'
UyXtm181IFU,ZkNZOxS24k7,b'4812/65'
UyXtm181IFU,jWjSY7cktaQ,b'Dacian'
UyXtm181IFU,sB1IHYu2xQT,b'Okiror'
UyXtm181IFU,ENRjVGxVL6l,b'Waiswa'
UyXtm181IFU,Gy1jHsTp9P6,b'62'
cEnOFOwP7BO,Ewi7FUfcHAD,b'280479928g'
cEnOFOwP7BO,GnL13HAVFOm,b'Female'
cEnOFOwP7BO,ZkNZOxS24k7,b'1573/46'
cEnOFOwP7BO,jWjSY7cktaQ,b'Naag'
cEnOFOwP7BO,sB1IHYu2xQT,b'Ogwang'
cEnOFOwP7BO,ENRjVGxVL6l,b'Nakanwagi'
cEnOFOwP7BO,Gy1jHsTp9P6,b'22'
s7mv7vNU8js,Ewi7FUfcHAD,b'847368648v'
s7mv7vNU8js,GnL13HAVFOm,b'Female'
s7mv7vNU8js,ZkNZOxS24k7,b'1788/45'
s7mv7vNU8js,jWjSY7cktaQ,b'Baari'
s7mv7vNU8js,sB1IHYu2xQT,b'Namutosi'
s7mv7vNU8js,ENRjVGxVL6l,b'Mugisha'
s7mv7vNU8js,Gy1jHsTp9P6,b'44'
FGvOgaYCe2N,Ewi7FUfcHAD,b'759573265m'
FGvOgaYCe2N,GnL13HAVFOm,b'Male'
FGvOgaYCe2N,ZkNZOxS24k7,b'2073/44'
FGvOgaYCe2N,jWjSY7cktaQ,b'Fabrizius'
FGvOgaYCe2N,sB1IHYu2xQT,b'Awori'
FGvOgaYCe2N,ENRjVGxVL6l,b'Onyango'
FGvOgaYCe2N,Gy1jHsTp9P6,b'57'
ohSWsnCh87g,Ewi7FUfcHAD,b'924481645p'
ohSWsnCh87g,GnL13HAVFOm,b'Male'
ohSWsnCh87g,ZkNZOxS24k7,b'9520/99'
ohSWsnCh87g,jWjSY7cktaQ,b'Zachrey'
ohSWsnCh87g,sB1IHYu2xQT,b'Acio'
ohSWsnCh87g,ENRjVGxVL6l,b'Alupo'
ohSWsnCh87g,Gy1jHsTp9P6,b'62'
pTJ9ZhpWCGp,Ewi7FUfcHAD,b'368937825f'
pTJ9ZhpWCGp,GnL13HAVFOm,b'Male'
pTJ9ZhpWCGp,ZkNZOxS24k7,b'6967/75'
pTJ9ZhpWCGp,jWjSY7cktaQ,b'Zacary'
pTJ9ZhpWCGp,sB1IHYu2xQT,b'Mujuni'
pTJ9ZhpWCGp,ENRjVGxVL6l,b'Namuddu'
pTJ9ZhpWCGp,Gy1jHsTp9P6,b'19'
gxwDxBDsvuC,Ewi7FUfcHAD,b'931611419w'
gxwDxBDsvuC,GnL13HAVFOm,b'Male'
gxwDxBDsvuC,ZkNZOxS24k7,b'6421/22'
gxwDxBDsvuC,jWjSY7cktaQ,b'Yachna'
gxwDxBDsvuC,sB1IHYu2xQT,b'Asio'
gxwDxBDsvuC,ENRjVGxVL6l,b'Kato'
gxwDxBDsvuC,Gy1jHsTp9P6,b'20'
tibUsgXUsKm,Ewi7FUfcHAD,b'441184223k'
tibUsgXUsKm,GnL13HAVFOm,b'Male'
tibUsgXUsKm,ZkNZOxS24k7,b'2698/55'
tibUsgXUsKm,jWjSY7cktaQ,b'Taarika'
tibUsgXUsKm,sB1IHYu2xQT,b'Namata'
tibUsgXUsKm,ENRjVGxVL6l,b'Businge'
tibUsgXUsKm,Gy1jHsTp9P6,b'57'
qaOBIXxYv4M,Ewi7FUfcHAD,b'935621243f'
qaOBIXxYv4M,GnL13HAVFOm,b'Male'
qaOBIXxYv4M,ZkNZOxS24k7,b'4973/81'
qaOBIXxYv4M,jWjSY7cktaQ,b'Dacia'
qaOBIXxYv4M,sB1IHYu2xQT,b'Ngobi'
qaOBIXxYv4M,ENRjVGxVL6l,b'Kyomuhendo'
qaOBIXxYv4M,Gy1jHsTp9P6,b'29'
kOjlr4FCDBX,Ewi7FUfcHAD,b'546890350n'
kOjlr4FCDBX,GnL13HAVFOm,b'Female'
kOjlr4FCDBX,ZkNZOxS24k7,b'3844/73'
kOjlr4FCDBX,jWjSY7cktaQ,b'Tabari'
kOjlr4FCDBX,sB1IHYu2xQT,b'Baluka'
kOjlr4FCDBX,ENRjVGxVL6l,b'Byaruhanga'
kOjlr4FCDBX,Gy1jHsTp9P6,b'56'
LReWcqnaAJh,Ewi7FUfcHAD,b'950030901t'
LReWcqnaAJh,GnL13HAVFOm,b'Female'
LReWcqnaAJh,ZkNZOxS24k7,b'2064/54'
LReWcqnaAJh,jWjSY7cktaQ,b'Saadah'
LReWcqnaAJh,sB1IHYu2xQT,b'Akullo'
LReWcqnaAJh,ENRjVGxVL6l,b'Aciro'
LReWcqnaAJh,Gy1jHsTp9P6,b'31'
zbKQkPHsYSX,Ewi7FUfcHAD,b'991105913k'
zbKQkPHsYSX,GnL13HAVFOm,b'Female'
zbKQkPHsYSX,ZkNZOxS24k7,b'4250/33'
zbKQkPHsYSX,jWjSY7cktaQ,b'Dacey'
zbKQkPHsYSX,sB1IHYu2xQT,b'Achola'
zbKQkPHsYSX,ENRjVGxVL6l,b'Alupo'
zbKQkPHsYSX,Gy1jHsTp9P6,b'27'
Cmarb2S8PiX,Ewi7FUfcHAD,b'366292675i'
Cmarb2S8PiX,GnL13HAVFOm,b'Male'
Cmarb2S8PiX,ZkNZOxS24k7,b'9442/85'
Cmarb2S8PiX,jWjSY7cktaQ,b'Baasima'
Cmarb2S8PiX,sB1IHYu2xQT,b'Tumushabe'
Cmarb2S8PiX,ENRjVGxVL6l,b'Odongo'
Cmarb2S8PiX,Gy1jHsTp9P6,b'28'
CoWqSGJapH2,Ewi7FUfcHAD,b'649740049z'
CoWqSGJapH2,GnL13HAVFOm,b'Female'
CoWqSGJapH2,ZkNZOxS24k7,b'8763/33'
CoWqSGJapH2,jWjSY7cktaQ,b'Zach'
CoWqSGJapH2,sB1IHYu2xQT,b'Musinguzi'
CoWqSGJapH2,ENRjVGxVL6l,b'Nuwamanya'
CoWqSGJapH2,Gy1jHsTp9P6,b'41'
wa42DyZCrkz,Ewi7FUfcHAD,b'438594064s'
wa42DyZCrkz,GnL13HAVFOm,b'Male'
wa42DyZCrkz,ZkNZOxS24k7,b'1766/55'
wa42DyZCrkz,jWjSY7cktaQ,b'Eadwyn'
wa42DyZCrkz,sB1IHYu2xQT,b'Monday'
wa42DyZCrkz,ENRjVGxVL6l,b'Athieno'
wa42DyZCrkz,Gy1jHsTp9P6,b'35'
A7ayl9u2BA7,Ewi7FUfcHAD,b'710898911m'
A7ayl9u2BA7,GnL13HAVFOm,b'Female'
A7ayl9u2BA7,ZkNZOxS24k7,b'7018/40'
A7ayl9u2BA7,jWjSY7cktaQ,b'Naaman'
A7ayl9u2BA7,sB1IHYu2xQT,b'Wasswa'
A7ayl9u2BA7,ENRjVGxVL6l,b'Opolot'
A7ayl9u2BA7,Gy1jHsTp9P6,b'48'
wMrbm6Yo3a8,Ewi7FUfcHAD,b'196330845v'
wMrbm6Yo3a8,GnL13HAVFOm,b'Female'
wMrbm6Yo3a8,ZkNZOxS24k7,b'3460/48'
wMrbm6Yo3a8,jWjSY7cktaQ,b'Eadward'
wMrbm6Yo3a8,sB1IHYu2xQT,b'Masika'
wMrbm6Yo3a8,ENRjVGxVL6l,b'Kyaligonza'
wMrbm6Yo3a8,Gy1jHsTp9P6,b'59'
sYqmD4q2QsY,Ewi7FUfcHAD,b'441900248u'
sYqmD4q2QsY,GnL13HAVFOm,b'Male'
sYqmD4q2QsY,ZkNZOxS24k7,b'7739/90'
sYqmD4q2QsY,jWjSY7cktaQ,b'Saaiq'
sYqmD4q2QsY,sB1IHYu2xQT,b'Mirembe'
sYqmD4q2QsY,ENRjVGxVL6l,b'Mugisa'
sYqmD4q2QsY,Gy1jHsTp9P6,b'29'
CHgu5yrtkWw,Ewi7FUfcHAD,b'232759975l'
CHgu5yrtkWw,GnL13HAVFOm,b'Male'
CHgu5yrtkWw,ZkNZOxS24k7,b'2562/74'
CHgu5yrtkWw,jWjSY7cktaQ,b'Naal'
CHgu5yrtkWw,sB1IHYu2xQT,b'Ochieng'
CHgu5yrtkWw,ENRjVGxVL6l,b'Akullu'
CHgu5yrtkWw,Gy1jHsTp9P6,b'31'
rOgPzwgYvFN,Ewi7FUfcHAD,b'211800344u'
rOgPzwgYvFN,GnL13HAVFOm,b'Female'
rOgPzwgYvFN,ZkNZOxS24k7,b'8107/91'
rOgPzwgYvFN,jWjSY7cktaQ,b'Faakhir'
rOgPzwgYvFN,sB1IHYu2xQT,b'Baguma'
rOgPzwgYvFN,ENRjVGxVL6l,b'Lukwago'
rOgPzwgYvFN,Gy1jHsTp9P6,b'35'
fmMeQFC8lHP,Ewi7FUfcHAD,b'826639101c'
fmMeQFC8lHP,GnL13HAVFOm,b'Female'
fmMeQFC8lHP,ZkNZOxS24k7,b'6408/88'
fmMeQFC8lHP,jWjSY7cktaQ,b'Cade'
fmMeQFC8lHP,sB1IHYu2xQT,b'Mutebi'
fmMeQFC8lHP,ENRjVGxVL6l,b'Ninsiima'
fmMeQFC8lHP,Gy1jHsTp9P6,b'36'
CLo6Fcx8Dwy,Ewi7FUfcHAD,b'584411901o'
CLo6Fcx8Dwy,GnL13HAVFOm,b'Male'
CLo6Fcx8Dwy,ZkNZOxS24k7,b'1408/75'
CLo6Fcx8Dwy,jWjSY7cktaQ,b'Taarikaa'
CLo6Fcx8Dwy,sB1IHYu2xQT,b'Mugisha'
CLo6Fcx8Dwy,ENRjVGxVL6l,b'Kyomuhangi'
CLo6Fcx8Dwy,Gy1jHsTp9P6,b'29'
hMDbJmGcVEI,Ewi7FUfcHAD,b'114745361k'
hMDbJmGcVEI,GnL13HAVFOm,b'Male'
hMDbJmGcVEI,ZkNZOxS24k7,b'2137/18'
hMDbJmGcVEI,jWjSY7cktaQ,b'Fabien'
hMDbJmGcVEI,sB1IHYu2xQT,b'Namakula'
hMDbJmGcVEI,ENRjVGxVL6l,b'Namwanje'
hMDbJmGcVEI,Gy1jHsTp9P6,b'38'
ceDSaSqBp28,Ewi7FUfcHAD,b'806390907t'
ceDSaSqBp28,GnL13HAVFOm,b'Male'
ceDSaSqBp28,ZkNZOxS24k7,b'3930/82'
ceDSaSqBp28,jWjSY7cktaQ,b'Taban'
ceDSaSqBp28,sB1IHYu2xQT,b'Nakimuli'
ceDSaSqBp28,ENRjVGxVL6l,b'Adeke'
ceDSaSqBp28,Gy1jHsTp9P6,b'44'
M5WDgpz8BrP,Ewi7FUfcHAD,b'321339680l'
M5WDgpz8BrP,GnL13HAVFOm,b'Male'
M5WDgpz8BrP,ZkNZOxS24k7,b'1685/64'
M5WDgpz8BrP,jWjSY7cktaQ,b'Saagarica'
M5WDgpz8BrP,sB1IHYu2xQT,b'Wandera'
M5WDgpz8BrP,ENRjVGxVL6l,b'Nambozo'
M5WDgpz8BrP,Gy1jHsTp9P6,b'44'
fxF2CkVll6P,Ewi7FUfcHAD,b'792232379d'
fxF2CkVll6P,GnL13HAVFOm,b'Male'
fxF2CkVll6P,ZkNZOxS24k7,b'5864/47'
fxF2CkVll6P,jWjSY7cktaQ,b'Mukasa'
fxF2CkVll6P,sB1IHYu2xQT,b'Athieno'
fxF2CkVll6P,ENRjVGxVL6l,b'Nabakooza'
fxF2CkVll6P,Gy1jHsTp9P6,b'49'
CbGvTmfBAvq,Ewi7FUfcHAD,b'917357892k'
CbGvTmfBAvq,GnL13HAVFOm,b'Male'
CbGvTmfBAvq,ZkNZOxS24k7,b'1292/60'
CbGvTmfBAvq,jWjSY7cktaQ,"b""D'Angelo"""
CbGvTmfBAvq,sB1IHYu2xQT,b'Nalwoga'
CbGvTmfBAvq,ENRjVGxVL6l,b'Kemigisa'
CbGvTmfBAvq,Gy1jHsTp9P6,b'63'
ivJXivbPnKZ,Ewi7FUfcHAD,b'912722962o'
ivJXivbPnKZ,GnL13HAVFOm,b'Male'
ivJXivbPnKZ,ZkNZOxS24k7,b'6832/94'
ivJXivbPnKZ,jWjSY7cktaQ,b'Yadhavan'
ivJXivbPnKZ,sB1IHYu2xQT,b'Nanfuka'
ivJXivbPnKZ,ENRjVGxVL6l,b'Aciro'
ivJXivbPnKZ,Gy1jHsTp9P6,b'51'
ovnYo81nlE2,Ewi7FUfcHAD,b'951460117v'
ovnYo81nlE2,GnL13HAVFOm,b'Female'
ovnYo81nlE2,ZkNZOxS24k7,b'8525/91'
ovnYo81nlE2,jWjSY7cktaQ,"b""D'Angelo"""
ovnYo81nlE2,sB1IHYu2xQT,b'Ochieng'
ovnYo81nlE2,ENRjVGxVL6l,b'Candiru'
ovnYo81nlE2,Gy1jHsTp9P6,b'41'
qgI3EZk1NQN,Ewi7FUfcHAD,b'781631166m'
qgI3EZk1NQN,GnL13HAVFOm,b'Female'
qgI3EZk1NQN,ZkNZOxS24k7,b'9545/13'
qgI3EZk1NQN,jWjSY7cktaQ,b'Naagraj'
qgI3EZk1NQN,sB1IHYu2xQT,b'Candiru'
qgI3EZk1NQN,ENRjVGxVL6l,b'Kyarisiima'
qgI3EZk1NQN,Gy1jHsTp9P6,b'46'
sArfndtMqKZ,Ewi7FUfcHAD,b'646006084v'
sArfndtMqKZ,GnL13HAVFOm,b'Male'
sArfndtMqKZ,ZkNZOxS24k7,b'7104/31'
sArfndtMqKZ,jWjSY7cktaQ,b'Da'
sArfndtMqKZ,sB1IHYu2xQT,b'Mirembe'
sArfndtMqKZ,ENRjVGxVL6l,b'Ojok'
sArfndtMqKZ,Gy1jHsTp9P6,b'58'
KVDOsLwwL2M,Ewi7FUfcHAD,b'195499996e'
KVDOsLwwL2M,GnL13HAVFOm,b'Female'
KVDOsLwwL2M,ZkNZOxS24k7,b'8913/98'
KVDOsLwwL2M,jWjSY7cktaQ,b'Yadu'
KVDOsLwwL2M,sB1IHYu2xQT,b'Bwire'
KVDOsLwwL2M,ENRjVGxVL6l,b'Namutosi'
KVDOsLwwL2M,Gy1jHsTp9P6,b'51'
k8FLgptOlJR,Ewi7FUfcHAD,b'667499187e'
k8FLgptOlJR,GnL13HAVFOm,b'Female'
k8FLgptOlJR,ZkNZOxS24k7,b'9396/28'
k8FLgptOlJR,jWjSY7cktaQ,b'Naadir'
k8FLgptOlJR,sB1IHYu2xQT,b'Mulindwa'
k8FLgptOlJR,ENRjVGxVL6l,b'Kyomukama'
k8FLgptOlJR,Gy1jHsTp9P6,b'31'
F104QCI2BYY,Ewi7FUfcHAD,b'803809525o'
F104QCI2BYY,GnL13HAVFOm,b'Male'
F104QCI2BYY,ZkNZOxS24k7,b'9298/43'
F104QCI2BYY,jWjSY7cktaQ,b'Taarank'
F104QCI2BYY,sB1IHYu2xQT,b'Namubiru'
F104QCI2BYY,ENRjVGxVL6l,b'Akugizibwe'
F104QCI2BYY,Gy1jHsTp9P6,b'31'
I4z52JzR2U8,Ewi7FUfcHAD,b'737658042n'
I4z52JzR2U8,GnL13HAVFOm,b'Male'
I4z52JzR2U8,ZkNZOxS24k7,b'4502/37'
I4z52JzR2U8,jWjSY7cktaQ,b'Dabir'
I4z52JzR2U8,sB1IHYu2xQT,b'Mugabe'
I4z52JzR2U8,ENRjVGxVL6l,b'Amongin'
I4z52JzR2U8,Gy1jHsTp9P6,b'28'
UowF4j3nUMS,Ewi7FUfcHAD,b'931935647x'
UowF4j3nUMS,GnL13HAVFOm,b'Male'
UowF4j3nUMS,ZkNZOxS24k7,b'9278/29'
UowF4j3nUMS,jWjSY7cktaQ,b'Cadence'
UowF4j3nUMS,sB1IHYu2xQT,b'Tumuramye'
UowF4j3nUMS,ENRjVGxVL6l,b'Namirembe'
UowF4j3nUMS,Gy1jHsTp9P6,b'48'
OC9xx6cOGkf,Ewi7FUfcHAD,b'407207959h'
OC9xx6cOGkf,GnL13HAVFOm,b'Male'
OC9xx6cOGkf,ZkNZOxS24k7,b'7101/95'
OC9xx6cOGkf,jWjSY7cktaQ,b'Caddawyc'
OC9xx6cOGkf,sB1IHYu2xQT,b'Namubiru'
OC9xx6cOGkf,ENRjVGxVL6l,b'Tumwebaze'
OC9xx6cOGkf,Gy1jHsTp9P6,b'42'
bNZIXO3CMpP,Ewi7FUfcHAD,b'611987614o'
bNZIXO3CMpP,GnL13HAVFOm,b'Male'
bNZIXO3CMpP,ZkNZOxS24k7,b'3400/29'
bNZIXO3CMpP,jWjSY7cktaQ,b'Fadey'
bNZIXO3CMpP,sB1IHYu2xQT,b'Agaba'
bNZIXO3CMpP,ENRjVGxVL6l,b'Tumwine'
bNZIXO3CMpP,Gy1jHsTp9P6,b'44'
kmhBDANykZo,Ewi7FUfcHAD,b'594610369c'
kmhBDANykZo,GnL13HAVFOm,b'Female'
kmhBDANykZo,ZkNZOxS24k7,b'8718/45'
kmhBDANykZo,jWjSY7cktaQ,b'Yachna'
kmhBDANykZo,sB1IHYu2xQT,b'Wasswa'
kmhBDANykZo,ENRjVGxVL6l,b'Mutonyi'
kmhBDANykZo,Gy1jHsTp9P6,b'58'
EnC4LBPDnPY,Ewi7FUfcHAD,b'267401354x'
EnC4LBPDnPY,GnL13HAVFOm,b'Male'
EnC4LBPDnPY,ZkNZOxS24k7,b'3323/88'
EnC4LBPDnPY,jWjSY7cktaQ,b'Zachery'
EnC4LBPDnPY,sB1IHYu2xQT,b'Mayanja'
EnC4LBPDnPY,ENRjVGxVL6l,b'Nansamba'
EnC4LBPDnPY,Gy1jHsTp9P6,b'24'
A986WzW3hbZ,Ewi7FUfcHAD,b'514639688z'
A986WzW3hbZ,GnL13HAVFOm,b'Female'
A986WzW3hbZ,ZkNZOxS24k7,b'3656/94'
A986WzW3hbZ,jWjSY7cktaQ,b'Eadwiella'
A986WzW3hbZ,sB1IHYu2xQT,b'Musiimenta'
A986WzW3hbZ,ENRjVGxVL6l,b'Akumu'
A986WzW3hbZ,Gy1jHsTp9P6,b'64'
HY9nazMxwKc,Ewi7FUfcHAD,b'291806469h'
HY9nazMxwKc,GnL13HAVFOm,b'Male'
HY9nazMxwKc,ZkNZOxS24k7,b'2555/83'
HY9nazMxwKc,jWjSY7cktaQ,b'Saagar'
HY9nazMxwKc,sB1IHYu2xQT,b'Namatovu'
HY9nazMxwKc,ENRjVGxVL6l,b'Akullo'
HY9nazMxwKc,Gy1jHsTp9P6,b'43'
dEpIa3EPQRJ,Ewi7FUfcHAD,b'554795546m'
dEpIa3EPQRJ,GnL13HAVFOm,b'Female'
dEpIa3EPQRJ,ZkNZOxS24k7,b'2967/74'
dEpIa3EPQRJ,jWjSY7cktaQ,b'Tabassum'
dEpIa3EPQRJ,sB1IHYu2xQT,b'Ayikoru'
dEpIa3EPQRJ,ENRjVGxVL6l,b'Nakimuli'
dEpIa3EPQRJ,Gy1jHsTp9P6,b'55'
JTVgXcsNBWd,Ewi7FUfcHAD,b'384078853f'
JTVgXcsNBWd,GnL13HAVFOm,b'Male'
JTVgXcsNBWd,ZkNZOxS24k7,b'4510/92'
JTVgXcsNBWd,jWjSY7cktaQ,b'Eamon'
JTVgXcsNBWd,sB1IHYu2xQT,b'Tushemerirwe'
JTVgXcsNBWd,ENRjVGxVL6l,b'Apiyo'
JTVgXcsNBWd,Gy1jHsTp9P6,b'51'
cF4snFDQxAb,Ewi7FUfcHAD,b'352285073j'
cF4snFDQxAb,GnL13HAVFOm,b'Male'
cF4snFDQxAb,ZkNZOxS24k7,b'4448/30'
cF4snFDQxAb,jWjSY7cktaQ,b'Zaccai'
cF4snFDQxAb,sB1IHYu2xQT,b'Muhwezi'
cF4snFDQxAb,ENRjVGxVL6l,b'Mirembe'
cF4snFDQxAb,Gy1jHsTp9P6,b'29'
T3AyFcs27SG,Ewi7FUfcHAD,b'665485976g'
T3AyFcs27SG,GnL13HAVFOm,b'Female'
T3AyFcs27SG,ZkNZOxS24k7,b'8482/84'
T3AyFcs27SG,jWjSY7cktaQ,b'Fabianna'
T3AyFcs27SG,sB1IHYu2xQT,b'Asiimwe'
T3AyFcs27SG,ENRjVGxVL6l,b'Tumusiime'
T3AyFcs27SG,Gy1jHsTp9P6,b'65'
PcXjbV1UUEw,Ewi7FUfcHAD,b'853610480y'
PcXjbV1UUEw,GnL13HAVFOm,b'Male'
PcXjbV1UUEw,ZkNZOxS24k7,b'8673/48'
PcXjbV1UUEw,jWjSY7cktaQ,b'Fabienne'
PcXjbV1UUEw,sB1IHYu2xQT,b'Nakyanzi'
PcXjbV1UUEw,ENRjVGxVL6l,b'Akongo'
PcXjbV1UUEw,Gy1jHsTp9P6,b'18'
hnQWqo3y0gU,Ewi7FUfcHAD,b'780889088t'
hnQWqo3y0gU,GnL13HAVFOm,b'Male'
hnQWqo3y0gU,ZkNZOxS24k7,b'5443/68'
hnQWqo3y0gU,jWjSY7cktaQ,b'Jendyose'
hnQWqo3y0gU,sB1IHYu2xQT,b'Ouma'
hnQWqo3y0gU,ENRjVGxVL6l,b'Kyomukama'
hnQWqo3y0gU,Gy1jHsTp9P6,b'28'
vHslEmcL0o1,Ewi7FUfcHAD,b'956013303m'
vHslEmcL0o1,GnL13HAVFOm,b'Male'
vHslEmcL0o1,ZkNZOxS24k7,b'8793/78'
vHslEmcL0o1,jWjSY7cktaQ,b'Saachee'
vHslEmcL0o1,sB1IHYu2xQT,b'Twebaze'
vHslEmcL0o1,ENRjVGxVL6l,b'Masaba'
vHslEmcL0o1,Gy1jHsTp9P6,b'41'
kIelR2Pqt8y,Ewi7FUfcHAD,b'523880946k'
kIelR2Pqt8y,GnL13HAVFOm,b'Male'
kIelR2Pqt8y,ZkNZOxS24k7,b'9659/19'
kIelR2Pqt8y,jWjSY7cktaQ,b'Baali'
kIelR2Pqt8y,sB1IHYu2xQT,b'Nuwagaba'
kIelR2Pqt8y,ENRjVGxVL6l,b'Kyeyune'
kIelR2Pqt8y,Gy1jHsTp9P6,b'57'
djjloCxFpNV,Ewi7FUfcHAD,b'963991580s'
djjloCxFpNV,GnL13HAVFOm,b'Female'
djjloCxFpNV,ZkNZOxS24k7,b'8478/93'
djjloCxFpNV,jWjSY7cktaQ,b'Eachann'
djjloCxFpNV,sB1IHYu2xQT,b'Yiga'
djjloCxFpNV,ENRjVGxVL6l,b'Nafuna'
djjloCxFpNV,Gy1jHsTp9P6,b'36'
BgSZjfV8qam,Ewi7FUfcHAD,b'537536782a'
BgSZjfV8qam,GnL13HAVFOm,b'Female'
BgSZjfV8qam,ZkNZOxS24k7,b'1187/40'
BgSZjfV8qam,jWjSY7cktaQ,b'Saadiya'
BgSZjfV8qam,sB1IHYu2xQT,b'Acio'
BgSZjfV8qam,ENRjVGxVL6l,b'Mayanja'
BgSZjfV8qam,Gy1jHsTp9P6,b'35'
UlFrVx6njfx,Ewi7FUfcHAD,b'583755783d'
UlFrVx6njfx,GnL13HAVFOm,b'Female'
UlFrVx6njfx,ZkNZOxS24k7,b'3582/57'
UlFrVx6njfx,jWjSY7cktaQ,b'Saadah'
UlFrVx6njfx,sB1IHYu2xQT,b'Driciru'
UlFrVx6njfx,ENRjVGxVL6l,b'Sande'
UlFrVx6njfx,Gy1jHsTp9P6,b'20'
IXrhS83RKYP,Ewi7FUfcHAD,b'369463786m'
IXrhS83RKYP,GnL13HAVFOm,b'Male'
IXrhS83RKYP,ZkNZOxS24k7,b'5171/41'
IXrhS83RKYP,jWjSY7cktaQ,b'Naarai'
IXrhS83RKYP,sB1IHYu2xQT,b'Nanyanzi'
IXrhS83RKYP,ENRjVGxVL6l,b'Twesigye'
IXrhS83RKYP,Gy1jHsTp9P6,b'22'
wA6ckQtAZIy,Ewi7FUfcHAD,b'389583400w'
wA6ckQtAZIy,GnL13HAVFOm,b'Male'
wA6ckQtAZIy,ZkNZOxS24k7,b'7171/43'
wA6ckQtAZIy,jWjSY7cktaQ,b'Cadell'
wA6ckQtAZIy,sB1IHYu2xQT,b'Nanteza'
wA6ckQtAZIy,ENRjVGxVL6l,b'Akao'
wA6ckQtAZIy,Gy1jHsTp9P6,b'42'
lUSz5rvG2Ce,Ewi7FUfcHAD,b'171551014o'
lUSz5rvG2Ce,GnL13HAVFOm,b'Male'
lUSz5rvG2Ce,ZkNZOxS24k7,b'2235/98'
lUSz5rvG2Ce,jWjSY7cktaQ,b'Zaccheus'
lUSz5rvG2Ce,sB1IHYu2xQT,b'Kisakye'
lUSz5rvG2Ce,ENRjVGxVL6l,b'Kakuru'
lUSz5rvG2Ce,Gy1jHsTp9P6,b'39'
pnFiRYXILQD,Ewi7FUfcHAD,b'872462530j'
pnFiRYXILQD,GnL13HAVFOm,b'Female'
pnFiRYXILQD,ZkNZOxS24k7,b'8112/66'
pnFiRYXILQD,jWjSY7cktaQ,b'Eadsele'
pnFiRYXILQD,sB1IHYu2xQT,b'Yiga'
pnFiRYXILQD,ENRjVGxVL6l,b'Kasande'
pnFiRYXILQD,Gy1jHsTp9P6,b'19'
q4LPCcql9uX,Ewi7FUfcHAD,b'101346858y'
q4LPCcql9uX,GnL13HAVFOm,b'Female'
q4LPCcql9uX,ZkNZOxS24k7,b'8823/13'
q4LPCcql9uX,jWjSY7cktaQ,b'Bab'
